12.61776876,45868
12.63801876,45731
12.65826876,45822
12.67851876,45761
12.69876876,45583
12.71901876,45435
12.73926876,45513
12.75951876,45777
12.77976876,46087
12.80001876,46373
12.82026876,46519
12.84051876,46460
12.86076876,46413
12.88101876,46459
12.90126876,44020
12.92151876,46579
12.94176876,46655
12.96201876,46673
12.98226876,46671
13.00251876,46666
13.02276876,46695
13.04301876,46769
13.06326876,46908
13.08351876,46948
13.10376876,46969
13.12401876,47030
13.14426876,47112
13.16451876,47192
13.18476876,47235
13.20501876,47282
13.22526876,47271
13.24551876,47235
13.26576876,47238
13.28601876,47247
13.30626876,47332
13.32651876,47360
13.34676876,47332
13.36701876,47354
13.38726876,47365
13.40751876,47412
13.42776876,47430
13.44801876,47448
13.46826876,47460
13.48851876,47447
13.50876876,47455
13.52901876,47431
13.54926876,46459
13.56951876,47482
13.58976876,47492
13.61001876,47505
13.63026876,47509
13.65051876,47459
13.67076876,47422
13.69101876,47389
13.71126876,47426
13.73151876,47432
13.75176876,47429
13.77201876,47412
13.79226876,47372
13.81251876,47409
13.83276876,47439
13.85301876,47464
13.87326876,47470
13.89351876,47426
13.91376876,47421
13.93401876,47409
13.95426876,47405
13.97451876,47434
13.99476876,47416
14.01501876,47406
14.03526876,47362
14.05551876,47358
14.07576876,47350
14.09601876,47339
14.11626876,47324
14.13651876,47308
14.15676876,47338
14.17701876,47311
14.50741673,47184
14.52766673,47151
14.54791673,47101
14.56816673,47043
14.58841673,46985
14.60866673,47005
14.62891673,46995
14.64916673,47007
14.66941673,47066
14.68966673,47086
14.70991673,47101
14.73016673,47057
14.75041673,47036
14.77066673,47042
14.79091673,47008
14.81116673,47011
14.83141673,47016
14.85166673,47373
14.87191673,47047
14.89216673,47049
14.91241673,47035
14.93266673,47031
14.95291673,46981
14.97316673,46958
14.99341673,46940
15.01366673,46941
15.03391673,46980
15.05416673,46981
15.07441673,46973
15.09466673,46964
15.11491673,46977
15.13516673,46995
15.15541673,46966
15.17566673,46921
15.19591673,46853
15.21616673,46855
15.23641673,46861
15.25666673,46869
15.27691673,46880
15.29716673,46831
15.31741673,46815
15.33766673,46778
15.35791673,46750
15.37816673,46722
15.39841673,46672
15.41866673,46699
15.43891673,46734
15.45916673,46778
15.47941673,46901
15.49966673,47016
15.51991673,46954
15.54016673,46964
15.56041673,46935
15.58066673,46881
15.60091673,46851
15.62116673,46869
15.64141673,46909
15.66166673,46896
15.68191673,46913
15.70216673,46919
15.72241673,46953
15.74266673,46993
15.76291673,47022
15.78316673,47070
15.80341673,47096
15.82366673,47183
15.84391673,47266
15.86416673,47321
15.88441673,47342
15.90466673,47314
15.92491673,47306
15.94516673,47261
15.96541673,47221
15.98566673,47137
16.00591673,47007
16.02616673,46912
16.04641673,46834
16.06666673,46803
16.08691673,46734
16.10716673,46652
16.12741673,46610
16.45808101,46595
16.47833101,46596
16.49858101,46567
16.51883101,46554
16.53908101,46541
16.55933101,46597
16.57958101,46611
16.59983101,46626
16.62008101,46635
16.64033101,46640
16.66058101,46610
16.68083101,46542
16.70108101,46495
16.72133101,46472
16.74158101,46428
16.76183101,46399
16.78208101,46379
16.80233101,46579
16.82258101,46402
16.84283101,46394
16.86308101,46397
16.88333101,46415
16.90358101,46412
16.92383101,46445
16.94408101,46453
16.96433101,46503
16.98458101,46511
17.00483101,46494
17.02508101,46495
17.04533101,46487
17.06558101,46519
17.08583101,46509
17.10608101,46515
17.12633101,46545
17.14658101,46548
17.16683101,46554
17.18708101,46540
17.20733101,46553
17.22758101,46594
17.24783101,46590
17.26808101,46586
17.28833101,46551
17.30858101,46576
17.32883101,46585
17.34908101,46578
17.36933101,46579
17.38958101,46578
17.40983101,46603
17.43008101,46576
17.45033101,46379
17.47058101,46543
17.49083101,46468
17.51108101,46392
17.53133101,46354
17.55158101,46315
17.57183101,46310
17.59208101,46287
17.61233101,46251
17.63258101,46253
17.65283101,46238
17.67308101,46248
17.69333101,46258
17.71358101,46273
17.73383101,46312
17.75408101,46300
17.77433101,46281
17.79458101,46243
17.81483101,46284
17.83508101,46284
17.85533101,46283
17.87558101,46282
17.89583101,46266
17.91608101,46302
17.93633101,46295
17.95658101,46300
17.97683101,46331
17.99708101,46343
18.01733101,46342
18.03758101,46335
18.05783101,46363
18.07808101,46399
18.40913486,46177
